mc	mn	onset	label
1	1	0	.d.V
1	1	1/4	#viio6/iv
1	1	1/2	iv(+2)
1	1	3/4	iv
2	2	1/4	iv7
2	2	7/8	iio65
3	3	0	V\\
3	3	3/4	V
4	4	3/4	IV(+2)
5	5	0	III
5	5	1/4	V43
5	5	1/2	i
5	5	3/4	V7/iv
6	6	0	iv
6	6	3/4	iv7
7	7	0	V7
7	7	1/4	V(+64)
7	7	1/2	V(4)
7	7	3/4	V
8	8	0	I\\
8	8	5/8	iv.V
9	9	0	i
9	9	1/2	iio43
9	9	7/8	VI-iv6
10	10	0	V\\
10	10	3/8	V
11	11	1/4	i
11	11	1/2	i.III
12	12	1/2	i6
13	13	0	#viio6(2)
13	13	3/8	#viio6
13	13	1/2	i
14	14	1/2	V6(4)
14	14	5/8	V6
15	15	0	#vio6(+4)
15	15	1/4	#vio6
15	15	1/2	V\\
16	16	1/2	V
16	16	3/4	#viio6/iv
17	17	0	iv(+2)
17	17	1/4	iv
17	17	3/4	iv7
18	18	3/8	iio65
18	18	1/2	V\\
19	19	1/8	V
19	19	1/2	i
20	20	0	iio43(4)
20	20	1/4	iio43
20	20	3/8	iv6
20	20	1/2	V\\
20	20	7/8	V
21	21	3/4	i
22	22	0	v.III
23	23	0	i6
23	23	1/2	ii7
23	23	3/4	#viio6(2)
23	23	7/8	#viio6
24	24	0	I
25	25	0	V6(4)
25	25	1/8	V6
25	25	1/2	#vi6(+4)
25	25	3/4	#vi6
26	26	0	V\\
27	27	0	i.V
27	27	1/4	#viio6/iv
27	27	1/2	iv(+2)
27	27	3/4	iv
28	28	1/4	iv7
28	28	7/8	#viio64
29	29	0	V\\
29	29	3/4	V
30	30	3/4	IV(+2)
31	31	0	III
31	31	1/4	V43
31	31	1/2	i
31	31	3/4	V7/iv
32	32	0	iv
32	32	3/4	iv7
33	33	0	V7
33	33	1/4	V(+64)
33	33	1/2	V(4)
33	33	3/4	V
34	34	0	I\\
